Greece,110,,,,,,,,,,,,,,
Romania,100,,,,,,,,,,,,,,
Barbados,100,,,,,,,,,,,,,,
Sierra Leone,100,,,,,,,,,,,,,,
Czech Republic,90,,,,,,,,,,,,,,
Dominica,90,,,,,,,,,,,,,,
Fiji,90,,,,,,,,,,,,,,
Hungary,90,,,,,,,,,,,,,,
Malawi,80,,,,,,,,,,,,,,
Antigua And Barbuda,80,,,,,,,,,,,,,,
Tanzania,80,,,,,,,,,,,,,,
New Zealand,70,,,,,,,,,,,,,,
Macedonia,70,,,,,,,,,,,,,,
Bulgaria,70,,,,,,,,,,,,,,
Uganda,60,,,,,,,,,,,,,,
Cabo Verde,60,,,,,,,,,,,,,,
Iran,60,,,,,,,,,,,,,,
Nepal,60,,,,,,,,,,,,,,
Tonga,60,,,,,,,,,,,,,,
Netherlands,60,,,,,,,,,,,,,,
Kuwait,60,,,,,,,,,,,,,,
Montenegro,60,,,,,,,,,,,,,,
Angola,50,,,,,,,,,,,,,,
Mali,50,,,,,,,,,,,,,,
Australia,50,,,,,,,,,,,,,,
Democratic Republic Of Congo,40,,,,,,,,,,,,,,
Singapore,40,,,,,,,,,,,,,,
Slovakia,40,,,,,,,,,,,,,,
Cambodia,40,,,,,,,,,,,,,,
Qatar,40,,,,,,,,,,,,,,
Uzbekistan,40,,,,,,,,,,,,,,
Yemen,40,,,,,,,,,,,,,,
Ethiopia,40,,,,,,,,,,,,,,
Serbia,30,,,,,,,,,,,,,,
"Virgin Islands, British",30,,,,,,,,,,,,,,
North Vietnam,30,,,,,,,,,,,,,,
Togo,30,,,,,,,,,,,,,,
Saint Kitts And Nevis,30,,,,,,,,,,,,,,
Turks And Caicos Islands,30,,,,,,,,,,,,,,
Estonia,30,,,,,,,,,,,,,,
Vietnam,30,,,,,,,,,,,,,,
Sweden,30,,,,,,,,,,,,,,
Syria,30,,,,,,,,,,,,,,
Yugoslavia,30,,,,,,,,,,,,,,
Congo,30,,,,,,,,,,,,,,
Samoa,30,,,,,,,,,,,,,,
Bahrain,30,,,,,,,,,,,,,,
Belgium,30,,,,,,,,,,,,,,
Austria,20,,,,,,,,,,,,,,
Gabon,20,,,,,,,,,,,,,,
Ireland,20,,,,,,,,,,,,,,
Cayman Islands,20,,,,,,,,,,,,,,
Netherlands Antilles,20,,,,,,,,,,,,,,
Western Samoa,20,,,,,,,,,,,,,,
Botswana,20,,,,,,,,,,,,,,
Belarus,20,,,,,,,,,,,,,,
Bermuda,20,,,,,,,,,,,,,,
Kosovo,20,,,,,,,,,,,,,,
Laos,20,,,,,,,,,,,,,,
Georgia,10,,,,,,,,,,,,,,
Switzerland,10,,,,,,,,,,,,,,
Algeria,10,,,,,,,,,,,,,,
Benin,10,,,,,,,,,,,,,,
Croatia,10,,,,,,,,,,,,,,
Denmark,10,,,,,,,,,,,,,,
French Guiana,10,,,,,,,,,,,,,,
Latvia,10,,,,,,,,,,,,,,
Libya,10,,,,,,,,,,,,,,
Azerbaijan,10,,,,,,,,,,,,,,
Burkina Faso,10,,,,,,,,,,,,,,
Burundi,10,,,,,,,,,,,,,,
Guadeloupe,10,,,,,,,,,,,,,,
Iraq,10,,,,,,,,,,,,,,
Kazakhstan,10,,,,,,,,,,,,,,
Macau,10,,,,,,,,,,,,,,
Niger,10,,,,,,,,,,,,,,
Oman,10,,,,,,,,,,,,,,
Ussr,10,,,,,,,,,,,,,,
Afghanistan,10,,,,,,,,,,,,,,
Namibia,10,,,,,,,,,,,,,,
Madagascar,D,,,,,,,,,,,,,,
Moldova,D,,,,,,,,,,,,,,
Slovenia,D,,,,,,,,,,,,,,
Central African Republic,D,,,,,,,,,,,,,,
Cyprus,D,,,,,,,,,,,,,,
Montserrat,D,,,,,,,,,,,,,,
Norway,D,,,,,,,,,,,,,,
Somalia,D,,,,,,,,,,,,,,
Aruba,D,,,,,,,,,,,,,,
Bosnia And Herzegovina,D,,,,,,,,,,,,,,
Kyrgyzstan,D,,,,,,,,,,,,,,
Lesotho,D,,,,,,,,,,,,,,
Mauritius,D,,,,,,,,,,,,,,
Rwanda,D,,,,,,,,,,,,,,
Brunei,D,,,,,,,,,,,,,,
Chad,D,,,,,,,,,,,,,,
Luxembourg,D,,,,,,,,,,,,,,
Mauritania,D,,,,,,,,,,,,,,
Tunisia,D,,,,,,,,,,,,,,
Cuba,D,,,,,,,,,,,,,,
Mozambique,D,,,,,,,,,,,,,,
Palau,D,,,,,,,,,,,,,,
Sudan,D,,,,,,,,,,,,,,
Tuvalu,D,,,,,,,,,,,,,,
Zaire,D,,,,,,,,,,,,,,
Eritrea,D,,,,,,,,,,,,,,
Guinea-Bissau,D,,,,,,,,,,,,,,
Marshall Islands,D,,,,,,,,,,,,,,
"Micronesia, Federated States Of",D,,,,,,,,,,,,,,
Tajikistan,D,,,,,,,,,,,,,,
Turkmenistan,D,,,,,,,,,,,,,,
Bhutan,D,,,,,,,,,,,,,,
Burma,D,,,,,,,,,,,,,,
"Korea, North",D,,,,,,,,,,,,,,
Malta,D,,,,,,,,,,,,,,
Martinique,D,,,,,,,,,,,,,,
Papua New Guinea,D,,,,,,,,,,,,,,
Swaziland,D,,,,,,,,,,,,,,
Andorra,D,,,,,,,,,,,,,,
Anguilla,D,,,,,,,,,,,,,,
Equatorial Guinea,D,,,,,,,,,,,,,,
Finland,D,,,,,,,,,,,,,,
French Polynesia,D,,,,,,,,,,,,,,
"Germany, West",D,,,,,,,,,,,,,,
Iceland,D,,,,,,,,,,,,,,
Mayotte,D,,,,,,,,,,,,,,
Monaco,D,,,,,,,,,,,,,,
New Caledonia,D,,,,,,,,,,,,,,
Not available,"1,350",,,,,,,,,,,,,,
1)  The report reflects the most up-to-date data available at the time the report is generated.,,,,,,,,,,,,,,,
"2)  The active DACA population are individuals who have an approved I-821D with validity as of Aug. 31, 2018.",,,,,,,,,,,,,,,
3)  Individuals who have obtained Lawful Permanent Resident Status or U.S. Citizenship are excluded.,,,,,,,,,,,,,,,
4)  Totals may not sum due to rounding.,,,,,,,,,,,,,,,
"5)  Countries with fewer than 10 active DACA recipients are notated with the letter ""D.""",,,,,,,,,,,,,,,
6)  Not available means the data is not available in the electronic systems.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Approximate Active DACA Recipients:
State or Territory of Residence
As of August 31, 2018",,,,,,,,,,,,,,,
State or Territory of Residence,"Number 
(rounded)",,,,,,,,,,,,,,
Grand Total,"699,350",,,,,,,,,,,,,,
California,"200,150",,,,,,,,,,,,,,
Texas,"115,290",,,,,,,,,,,,,,
Illinois,"37,130",,,,,,,,,,,,,,
New York,"32,000",,,,,,,,,,,,,,
Florida,"27,140",,,,,,,,,,,,,,
Arizona,"26,100",,,,,,,,,,,,,,
North Carolina,"25,560",,,,,,,,,,,,,,
Georgia,"22,180",,,,,,,,,,,,,,
New Jersey,"17,910",,,,,,,,,,,,,,
Washington,"17,140",,,,,,,,,,,,,,
Colorado,"15,750",,,,,,,,,,,,,,
Nevada,"12,810",,,,,,,,,,,,,,
Oregon,"10,350",,,,,,,,,,,,,,
Virginia,"10,330",,,,,,,,,,,,,,
Indiana,"9,510",,,,,,,,,,,,,,
Utah,"9,150",,,,,,,,,,,,,,
Maryland,"8,520",,,,,,,,,,,,,,
Tennessee,"8,110",,,,,,,,,,,,,,
Wisconsin,"7,070",,,,,,,,,,,,,,
Oklahoma,"6,520",,,,,,,,,,,,,,
New Mexico,"6,250",,,,,,,,,,,,,,
Kansas,"6,080",,,,,,,,,,,,,,
South Carolina,"6,080",,,,,,,,,,,,,,
Massachusetts,"6,030",,,,,,,,,,,,,,
Minnesota,"5,670",,,,,,,,,,,,,,
Michigan,"5,610",,,,,,,,,,,,,,
Pennsylvania,"4,870",,,,,,,,,,,,,,
Arkansas,"4,780",,,,,,,,,,,,,,
Alabama,"4,180",,,,,,,,,,,,,,
Ohio,"4,060",,,,,,,,,,,,,,
Connecticut,"3,970",,,,,,,,,,,,,,
Missouri,"3,220",,,,,,,,,,,,,,
Nebraska,"3,140",,,,,,,,,,,,,,
Idaho,"2,920",,,,,,,,,,,,,,
Kentucky,"2,890",,,,,,,,,,,,,,
Iowa,"2,590",,,,,,,,,,,,,,
Louisiana,"1,910",,,,,,,,,,,,,,
Mississippi,"1,400",,,,,,,,,,,,,,
Delaware,"1,360",,,,,,,,,,,,,,
Rhode Island,980,,,,,,,,,,,,,,
District Of Columbia,650,,,,,,,,,,,,,,
Wyoming,550,,,,,,,,,,,,,,
Hawaii,350,,,,,,,,,,,,,,
New Hampshire,280,,,,,,,,,,,,,,
South Dakota,210,,,,,,,,,,,,,,
West Virginia,120,,,,,,,,,,,,,,
North Dakota,120,,,,,,,,,,,,,,
Puerto Rico,90,,,,,,,,,,,,,,
Montana,80,,,,,,,,,,,,,,
Alaska,80,,,,,,,,,,,,,,
Maine,50,,,,,,,,,,,,,,
Virgin Islands,40,,,,,,,,,,,,,,
Vermont,20,,,,,,,,,,,,,,
Guam,20,,,,,,,,,,,,,,
Armed Forces Americas (except Canada),D,,,,,,,,,,,,,,
Northern Mariana Islands,D,,,,,,,,,,,,,,
Armed Forces Pacific,D,,,,,,,,,,,,,,
"Armed Forces Africa, Canada, Europe, Middle East",D,,,,,,,,,,,,,,
Federated States Of Micronesia,D,,,,,,,,,,,,,,
1)  The report reflects the most up-to-date data available at the time the report is generated.,,,,,,,,,,,,,,,
"2)  The Active DACA population are individuals who have an approved I-821D with validity as of Aug. 31, 2018.",,,,,,,,,,,,,,,
3)  Individuals who have obtained Lawful Permanent Resident Status or U.S. Citizenship are excluded.,,,,,,,,,,,,,,,
4)  Totals may not sum due to rounding.,,,,,,,,,,,,,,,
"5)  States/Territories with fewer than 10 active DACA recipients are notated with the letter ""D.""",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Approximate Active DACA Recipients:
Core Based Statistical Area
As of August 31, 2018",,,,,,,,,,,,,,,
Core Based Statistical Area,"Number 
(rounded)",,,,,,,,,,,,,,
Grand Total,"699,350",,,,,,,,,,,,,,
"Los Angeles-Long Beach-Anaheim, CA","88,350",,,,,,,,,,,,,,
"New York-Newark-Jersey City, NY-NJ-PA","46,470",,,,,,,,,,,,,,
"Dallas-Fort Worth-Arlington, TX","37,810",,,,,,,,,,,,,,
"Chicago-Naperville-Elgin, IL-IN-WI","35,380",,,,,,,,,,,,,,
"Houston-The Woodlands-Sugar Land, TX","35,290",,,,,,,,,,,,,,
"Riverside-San Bernardino-Ontario, CA","24,210",,,,,,,,,,,,,,
"Phoenix-Mesa-Scottsdale, AZ","22,540",,,,,,,,,,,,,,
"Atlanta-Sandy Springs-Roswell, GA","15,670",,,,,,,,,,,,,,
"San Francisco-Oakland-Hayward, CA","15,030",,,,,,,,,,,,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV","13,330",,,,,,,,,,,,,,
"San Diego-Carlsbad, CA","11,380",,,,,,,,,,,,,,
"Miami-Fort Lauderdale-West Palm Beach, FL","10,880",,,,,,,,,,,,,,
"Las Vegas-Henderson-Paradise, NV","10,270",,,,,,,,,,,,,,
"Denver-Aurora-Lakewood, CO","9,950",,,,,,,,,,,,,,
"San Jose-Sunnyvale-Santa Clara, CA","9,380",,,,,,,,,,,,,,
"Austin-Round Rock, TX","7,690",,,,,,,,,,,,,,
"Seattle-Tacoma-Bellevue, WA","7,680",,,,,,,,,,,,,,
"McAllen-Edinburg-Mission, TX","7,680",,,,,,,,,,,,,,
"Portland-Vancouver-Hillsboro, OR-WA","6,050",,,,,,,,,,,,,,
"Charlotte-Concord-Gastonia, NC-SC","6,020",,,,,,,,,,,,,,
"Sacramento--Roseville--Arden-Arcade, CA","5,940",,,,,,,,,,,,,,
"San Antonio-New Braunfels, TX","5,460",,,,,,,,,,,,,,
"Fresno, CA","5,220",,,,,,,,,,,,,,
"Bakersfield, CA","5,150",,,,,,,,,,,,,,
"Salt Lake City, UT","4,880",,,,,,,,,,,,,,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","4,660",,,,,,,,,,,,,,
"Boston-Cambridge-Newton, MA-NH","4,660",,,,,,,,,,,,,,
"Minneapolis-St. Paul-Bloomington, MN-WI","4,440",,,,,,,,,,,,,,
"Oxnard-Thousand Oaks-Ventura, CA","4,170",,,,,,,,,,,,,,
"Indianapolis-Carmel-Anderson, IN","4,110",,,,,,,,,,,,,,
"Raleigh, NC","3,850",,,,,,,,,,,,,,
"Kansas City, MO-KS","3,730",,,,,,,,,,,,,,
"Visalia-Porterville, CA","3,710",,,,,,,,,,,,,,
"Stockton-Lodi, CA","3,570",,,,,,,,,,,,,,
"Nashville-Davidson--Murfreesboro--Franklin, TN","3,420",,,,,,,,,,,,,,
"Tampa-St. Petersburg-Clearwater, FL","3,270",,,,,,,,,,,,,,
"Santa Maria-Santa Barbara, CA","3,150",,,,,,,,,,,,,,
"Salinas, CA","3,140",,,,,,,,,,,,,,
"Modesto, CA","3,080",,,,,,,,,,,,,,
"Oklahoma City, OK","2,980",,,,,,,,,,,,,,
"Albuquerque, NM","2,910",,,,,,,,,,,,,,
"Orlando-Kissimmee-Sanford, FL","2,880",,,,,,,,,,,,,,
"Milwaukee-Waukesha-West Allis, WI","2,850",,,,,,,,,,,,,,
"Santa Rosa, CA","2,620",,,,,,,,,,,,,,
"Detroit-Warren-Dearborn, MI","2,430",,,,,,,,,,,,,,
"Winston-Salem, NC","2,340",,,,,,,,,,,,,,
"Baltimore-Columbia-Towson, MD","2,290",,,,,,,,,,,,,,
"Brownsville-Harlingen, TX","2,280",,,,,,,,,,,,,,
"Salem, OR","2,170",,,,,,,,,,,,,,
"Tucson, AZ","2,170",,,,,,,,,,,,,,
"Yakima, WA","2,110",,,,,,,,,,,,,,
"Greensboro-High Point, NC","2,050",,,,,,,,,,,,,,
"Bridgeport-Stamford-Norwalk, CT","2,040",,,,,,,,,,,,,,
"Tulsa, OK","1,950",,,,,,,,,,,,,,
"Merced, CA","1,940",,,,,,,,,,,,,,
"Kennewick-Richland, WA","1,940",,,,,,,,,,,,,,
"Durham-Chapel Hill, NC","1,920",,,,,,,,,,,,,,
"Columbus, OH","1,900",,,,,,,,,,,,,,
"Memphis, TN-MS-AR","1,890",,,,,,,,,,,,,,
"Fayetteville-Springdale-Rogers, AR-MO","1,820",,,,,,,,,,,,,,
"El Paso, TX","1,770",,,,,,,,,,,,,,
"Provo-Orem, UT","1,760",,,,,,,,,,,,,,
"Reno, NV","1,760",,,,,,,,,,,,,,
"Vallejo-Fairfield, CA","1,600",,,,,,,,,,,,,,
"North Port-Sarasota-Bradenton, FL","1,600",,,,,,,,,,,,,,
"Omaha-Council Bluffs, NE-IA","1,540",,,,,,,,,,,,,,
"Cape Coral-Fort Myers, FL","1,520",,,,,,,,,,,,,,
"Grand Rapids-Wyoming, MI","1,510",,,,,,,,,,,,,,
"Birmingham-Hoover, AL","1,450",,,,,,,,,,,,,,
"Gainesville, GA","1,430",,,,,,,,,,,,,,
"Greenville-Anderson-Mauldin, SC","1,420",,,,,,,,,,,,,,
"Santa Cruz-Watsonville, CA","1,410",,,,,,,,,,,,,,
"Ogden-Clearfield, UT","1,380",,,,,,,,,,,,,,
"Laredo, TX","1,350",,,,,,,,,,,,,,
"Providence-Warwick, RI-MA","1,340",,,,,,,,,,,,,,
"Wichita, KS","1,300",,,,,,,,,,,,,,
"Boise City, ID","1,240",,,,,,,,,,,,,,
"Lakeland-Winter Haven, FL","1,230",,,,,,,,,,,,,,
"Elkhart-Goshen, IN","1,220",,,,,,,,,,,,,,
"Richmond, VA","1,160",,,,,,,,,,,,,,
"Naples-Immokalee-Marco Island, FL","1,150",,,,,,,,,,,,,,
"New Haven-Milford, CT","1,080",,,,,,,,,,,,,,
"Louisville/Jefferson County, KY-IN","1,080",,,,,,,,,,,,,,
"Des Moines-West Des Moines, IA","1,050",,,,,,,,,,,,,,
"Cincinnati, OH-KY-IN","1,030",,,,,,,,,,,,,,
"Greeley, CO","1,030",,,,,,,,,,,,,,
"Madera, CA","1,020",,,,,,,,,,,,,,
"St. Louis, MO-IL","1,000",,,,,,,,,,,,,,
Other CBSA,"96,780",,,,,,,,,,,,,,
Non CBSA,"15,740",,,,,,,,,,,,,,
Not available,"1,270",,,,,,,,,,,,,,
1)  The report reflects the most up-to-date data available at the time the report is generated.,,,,,,,,,,,,,,,
"2)  The Active DACA population are individuals who have an approved I-821D with validity as of Aug. 31, 2018.",,,,,,,,,,,,,,,
3)  Individuals who have obtained Lawful Permanent Resident Status or U.S. Citizenship are excluded.,,,,,,,,,,,,,,,
4)  Core Based Statistical Areas (CBSA) at the time of most recent application. CBSAs are defined by the Office of Management and Budget.,,,,,,,,,,,,,,,
"5)  CBSA with less than 1,000 individuals are included in Other CBSA.",,,,,,,,,,,,,,,
6)  Not available means the data is not available in the electronic systems.,,,,,,,,,,,,,,,
7)  Totals may not sum due to rounding.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Approximate Active DACA Recipients: 
Gender
As of August 31, 2018",,,,,,,,,,,,,,,
Sex,Number (rounded),,,,,,,,,,,,,,
Grand Total,"699,350",,,,,,,,,,,,,,
Female,"367,980",,,,,,,,,,,,,,
Male,"331,310",,,,,,,,,,,,,,
Not available,70,,,,,,,,,,,,,,
1)  The report reflects the most up-to-date data available at the time the report is generated.,,,,,,,,,,,,,,,
"2)  The Active DACA population are individuals who have an approved I-821D with validity as of Aug. 31, 2018.",,,,,,,,,,,,,,,
3)  Individuals who have obtained Lawful Permanent Resident Status or U.S. Citizenship are excluded.,,,,,,,,,,,,,,,
4)  Totals may not sum due to rounding.,,,,,,,,,,,,,,,
5)  Not available means the data is not available in the electronic systems,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Approximate Active DACA Recipients:
Age Group
As of August 31, 2018",,,,,,,,,,,,,,,
Age as of 8/31/18,Number (rounded),,,,,,,,,,,,,,
Grand Total,"699,350",,,,,,,,,,,,,,
Under 16,"2,280",,,,,,,,,,,,,,
16-20,"183,070",,,,,,,,,,,,,,
26-30,"172,030",,,,,,,,,,,,,,
21-25,"255,290",,,,,,,,,,,,,,
31-36,"86,680",,,,,,,,,,,,,,
Not available,D,,,,,,,,,,,,,,
Average Age,24.2,,,,,,,,,,,,,,
Median Age,24,,,,,,,,,,,,,,
Interquartile Range,20 to 28,,,,,,,,,,,,,,
1)  The report reflects the most up-to-date data available at the time the report is generated.,,,,,,,,,,,,,,,
"2)  The Active DACA population are individuals who have an approved I-821D with validity at as of Aug. 31, 2018.",,,,,,,,,,,,,,,
3)  Individuals who have obtained Lawful Permanent Resident Status or U.S. Citizenship are excluded.,,,,,,,,,,,,,,,
4)  Totals may not sum due to rounding.,,,,,,,,,,,,,,,
5)  Not available means the data is not available in the electronic systems.,,,,,,,,,,,,,,,
"6)  Counts less than 10 active DACA recipients are notated with the letter ""D.""",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Approximate Active DACA Recipients:
Marital Status
As of August 31, 2018",,,,,,,,,,,,,,,
Marital Status,Number (rounded),,,,,,,,,,,,,,
Grand Total,"699,350",,,,,,,,,,,,,,
Single,"560,540",,,,,,,,,,,,,,
Married,"127,320",,,,,,,,,,,,,,
Divorced,"9,150",,,,,,,,,,,,,,
Widowed,280,,,,,,,,,,,,,,
Not available,"2,070",,,,,,,,,,,,,,
1)  The report reflects the most up-to-date data available at the time the report is generated.,,,,,,,,,,,,,,,
"2)  The Active DACA population are individuals who have an approved I-821D with validity as of Aug. 31, 2018.",,,,,,,,,,,,,,,
3)  Individuals who have obtained Lawful Permanent Resident Status or U.S. Citizenship are excluded.,,,,,,,,,,,,,,,
4)  Totals may not sum due to rounding.,,,,,,,,,,,,,,,
5)  Not available means the data is not available in the electronic systems.,,,,,,,,,,,,,,,
